Strasse;Hausnr;;Art;Wohnlage;Wohnlagenkennwert
Bruhnsallee;001;-015;S;normal;-6,308
Bruktererweg;001;-027;S;gut;4,611
Brummelhorn;001;-031;U;gut;3,471
Brummelhorn;002;-028;G;gut;3,478
Brummerredder;003;-015;U;normal;-4,939
Brummerredder;014;-036;G;normal;-5,067
Brummerskamp;001;-   049e;U;normal;-2,735
Brummerskamp;004;-014;G;normal;-2,281
Brummerskamp;016;-034;G;normal;-2,372
Brummerskamp;038;-050;G;normal;-4,251
Brunckhorstweg;003;-005;U;normal;-3,937
Brunckhorstweg;004;-012;G;normal;-3,996
Brunckhorstweg;007;-011;U;normal;-4,085
Brunckhorstweg;019;-   046b;S;normal;-2,941
Brunhildstrasse;001;-007;U;gut;8,197
Brunhildstrasse;002;-018;G;gut;8,412
Brunnenhofstrasse;001;-005;U;normal;-8,163
Brunnenhofstrasse;010;-014;G;normal;-8,185
Brunnenkoppel;002;-018;S;normal;-9,778
Brunnenstieg;001;-003;U;normal;-7,578
Brunnenstieg;002;-004;G;normal;-7,374
Bruno-Lauenroth-Weg;001;-045;S;normal;-0,793
Brunsberg;001;-   039h;U;gut;1,773
Brunsberg;002;-042;G;gut;2,329
Bruenschentwiete;001;-019;U;gut;2,506
Bruenschentwiete;002;-012;G;gut;2,041
Bruenschentwiete;056a;-   062g;G;gut;1,714
Bruenschentwiete;064;-070;G;gut;1,966
Brunsdorfer Weg;001;-001;U;gut;1,745
Brunsdorfer Weg;002;-020;G;gut;2,034
Brunsdorfer Weg;003;-033;U;gut;2,596
Brunskamp;005a;-   009k;U;normal;-6,201
Brunskamp;006a;-018;G;normal;-6,258
Brunskrogweg;001;-033;U;gut;1,723
Brunskrogweg;014;-030;G;gut;1,578
Brunsstrasse;001;-015;S;normal;-13,826
Brunsstrasse;002;-012;G;normal;-14,037
Brunsteenweg;016;-016;G;gut;6,023
Bublitzer Strasse;002;-026;G;gut;-0,220
Bublitzer Strasse;003;-015;U;gut;-0,251
Bublitzer Strasse;019;-023;U;gut;-0,237
Bucheckerweg;002;-010;G;gut;0,047
Buchenallee;001;-019;U;gut;0,584
Buchenallee;004;-024;G;gut;0,679
Buchenhof;001;-005;U;gut;7,557
Buchenhof;002;-013;S;gut;7,491
Buchenkamp;001;-009;U;normal;-1,462
Buchenkamp;006;-020;G;normal;-1,345
Buchenkamp;017;-027;U;normal;-1,699
Buchenkamp;041;-051;U;normal;-2,123
Buchenkamp;070;-092;G;normal;-2,767
Buchenring;001;-039;U;normal;-3,044
Buchenring;002;-060;G;normal;-3,060
Buchenring;041;-073;U;normal;-3,299
Buchenstieg;001;-033;U;normal;-2,307
Buchenstieg;002;-030;G;normal;-2,371
Buchenstrasse;003;-017;U;gut;1,654
Buchenstrasse;004;-018;G;gut;1,601
Buchenweg;001;-028;S;normal;-4,974
Buchfinkenweg;002;-024;G;normal;-5,950
Buchholzer Weg;001;-   021d;U;normal;-3,092
Buchholzer Weg;002;-012;G;normal;-3,515
Buchholzer Weg;014a;-044;G;normal;-3,064
Buchholzer Weg;020a;-028;G;normal;-3,066
Buchholzer Weg;023a;-   027f;U;normal;-3,010
Buchnerweg;001;-029;U;normal;-5,782
Buchnerweg;002;-022;G;normal;-6,088
Buchsbaumweg;002;-020;G;normal;-4,657
Buchsbaumweg;003;-017;U;normal;-4,514
Buchtstrasse;012;-014;G;gut;0,280
Buchwaldstieg;001;-023;U;gut;1,214
Buchwaldstieg;004;-024;G;gut;0,820
Buchwaldstrasse;001;-027;U;gut;0,033
Buchwaldstrasse;002;-008;G;normal;-1,422
Buchwaldstrasse;010;-012;G;gut;-0,399
Buchwaldstrasse;016a;-   016b;G;gut;-0,270
Buchwaldstrasse;020;-024;G;gut;-0,244
Buchwaldstrasse;031;-039;U;gut;0,594
Buchwaldstrasse;032;-054;G;gut;0,339
Buchwaldstrasse;043;-081;U;gut;0,872
Buchwaldstrasse;058;-066;G;gut;0,216
Buchwaldstrasse;072;-078;G;gut;0,990
Buchwaldstrasse;084;-102;G;gut;2,139
Buchwaldstrasse;089;-111;U;gut;1,647
Buckhoop;001;-019;U;normal;-5,073
Buckhoop;002;-034;G;normal;-5,031
Buckhorn;001a;-   001d;U;gut;3,366
Buckhorn;003;-053;U;gut;4,799
Buckhorn;004;-028;G;gut;4,628
Buckhorn;032;-042;G;gut;5,249
Buckhornstieg;001;-017;U;gut;5,482
Buckhornstieg;002;-048;S;gut;5,281
Budapester Strasse;011;-014;S;normal;-10,410
Budapester Strasse;019;-022;S;normal;-14,543
Budapester Strasse;023;-042;S;normal;-14,361
Budapester Strasse;044;-052;S;normal;-12,554
Buddenbrookweg;001;-018;S;normal;-4,626
Buddestrasse;001;-007;U;normal;-19,917
Buddestrasse;002;-008;G;normal;-20,036
Buddestrasse;010;-020;G;normal;-19,458
Buddestrasse;013;-019;U;normal;-19,616
Buddestrasse;021;-030;S;normal;-20,894
Buekweg;005;-015;U;normal;-10,472
Buekweg;010;-010;G;normal;-10,484
Bugdahnstrasse;031;-031;U;normal;-6,716
Bugenhagenstrasse;005;-005;U;normal;-1,591
Buelaustrasse;006;-010;G;normal;-5,785
Bulckestrasse;001;-003;U;gut;5,972
Bulckestrasse;002;-004;G;gut;6,026
Bullenbarg;001;-009;U;gut;5,237
Bullenbarg;002;-004;G;gut;5,206
Bullenhuser Damm;041;-053;U;normal;-17,879
Bullenkoppel;002;-004;G;normal;-8,091
Bullenkoppel;006;-012;G;normal;-8,017
Bullenredder;002;-025;S;gut;0,642
Bullerdeich;021;-021;U;normal;-14,494
Bullertweg;001;-006;S;normal;-9,707
Bullertweg;005;-005;U;normal;-9,439
Bullnwisch;002;-002;G;gut;-0,196
Bullnwisch;100;-100;G;gut;0,500
Bullskamp;001;-019;U;normal;-1,387
Bullskamp;002;-024;G;normal;-1,370
Bullskamp;028;-046;G;normal;-1,337
Bullskamp;029;-051;U;normal;-1,341
Buelowstieg;002;-004;G;normal;-1,661
Buelowstrasse;002;-012;G;normal;-1,409
Buelowstrasse;009;-009;U;normal;-1,241
Bult;001;-013;U;gut;2,352
Bult;010;-010;G;gut;2,361
Bueltenblick;024;-036;G;normal;-1,873
Bueltenblick;025;-033;U;normal;-1,859
Bueltenblick;039;-043;U;normal;-1,236
Bueltenkoppel;002;-038;G;gut;1,124
Bueltenkoppel;003;-005;U;gut;1,433
Bueltenkoppel;011;-013;U;gut;1,299
Bueltenkoppel;027;-037;U;gut;1,123
Bueltenkoppel;040a;-064;G;gut;1,370
Bueltenkoppel;041;-045;U;gut;1,279
Bueltenkoppel;057;-061;U;gut;1,738
Bueltenmoor;001;-043;U;gut;-0,461
Bueltenmoor;002;-048;G;gut;-0,243
Bunatwiete;002;-012;G;normal;-18,728
Bunatwiete;019;-023;U;normal;-17,657
Bundesstrasse;003;-015;U;normal;-4,549
Bundesstrasse;006;-028;G;normal;-7,813
Bundesstrasse;021;-031;U;normal;-4,743
Bundesstrasse;030;-032;G;normal;-5,230
Bundesstrasse;035;-035;U;normal;-3,678
Bundesstrasse;040;-048;G;normal;-2,327
Bundesstrasse;060;-064;G;gut;-0,300
Bundesstrasse;063;-077;U;normal;-1,318
Bundesstrasse;068;-072;G;normal;-0,580
Bundesstrasse;074;-076;G;gut;-0,113
Bundesstrasse;079;-083;U;normal;-0,735
Bundesstrasse;080;-086;G;normal;-0,821
Bundesstrasse;085;-093;U;normal;-1,308
Bundesstrasse;095;-099;U;normal;-2,309
Bundesstrasse;107;-107;U;gut;0,733
Bundesweg;001;-004;S;normal;-2,926
Bundsensweg;003;-009;U;normal;-11,919
Bundsensweg;004;-010;G;normal;-11,908
Bundsensweg;011;-015;U;normal;-11,796
Bundsensweg;014;-016;G;normal;-11,717
Buengerweg;001;-007;U;gut;8,366
Buengerweg;002a;-010;G;gut;8,474
Bunsenstrasse;001;-013;U;normal;-5,457
Bunsenstrasse;002;-012;G;normal;-5,296
Buente;001;-   021b;U;normal;-7,960
Buente;002;-   004e;G;normal;-7,544
Buente;006a;-   020e;G;normal;-8,259
Buente;022;-   040b;G;normal;-8,340
Buntspechtweg;001;-040;S;normal;-10,690
Bunzlauer Strasse;001;-023;U;normal;-8,555
Bunzlauer Strasse;002;-030;G;normal;-8,564
Bunzlauer Strasse;025;-035;U;normal;-8,397
Bunzlauer Strasse;039;-047;U;normal;-8,498
Burbekstrasse;002;-034;G;normal;-1,632
Burbekstrasse;005;-039;U;normal;-1,702
Burbekstrasse;040;-058;G;normal;-1,382
Burbekstrasse;045;-067;U;normal;-1,394
Burchardplatz;001;-002;S;normal;-1,400
Burchardplatz;005;-005;U;normal;-1,352
Burchardstrasse;001;-001;U;normal;-1,685
Burchardstrasse;006;-014;G;normal;-1,660
Burchardstrasse;013;-015;U;normal;-1,788
Burchardstrasse;016;-020;G;normal;-4,224
Buergerstrasse;001;-023;U;normal;-4,496
Buergerstrasse;006;-018;G;normal;-4,474
Buergerstrasse;029;-037;U;normal;-4,448
Buergerstrasse;032;-042;G;normal;-4,428
Buergerweide;006;-   030d;G;normal;-12,446
Buergerweide;019;-029;U;normal;-12,893
Buergerweide;036;-042;G;normal;-12,921
Buergerweide;041;-081;U;normal;-15,115
Buergerweide;046;-046;G;normal;-12,954
Buergerweide;052;-064;G;normal;-15,154
Buergerweide;072;-090;G;normal;-15,606
Burggarten;001;-017;U;normal;-7,812
Burggarten;002;-018;G;normal;-7,986
Burgstrasse;010;-036;G;normal;-13,876
Burgstrasse;037;-037;U;normal;-14,455
Burgstrasse;039;-053;U;normal;-14,403
Burgstrasse;040;-050;G;normal;-14,129
Burgunderweg;002;-004;G;gut;2,203
Burgunderweg;006a;-046;G;gut;0,465
Burgunderweg;007a;-   007i;U;gut;1,771
Burgunderweg;009a;-   015c;U;gut;1,074
Burgunderweg;017a;-   017z;U;gut;0,725
Burgunderweg;019a;-   021k;U;gut;-0,502
Burgwedel;001;-027;U;normal;-2,538
Burgwedel;002;-   016u;G;normal;-2,208
Burgwedel;018;-048;G;normal;-2,672
Burgwedel;029;-037;U;normal;-2,803
Burgwedel;043;-061;U;normal;-5,322
Burgwedel;050;-054;G;normal;-4,011
Burgwedel;063a;-071;U;normal;-5,774
Burgwedelkamp;001a;-021;U;normal;-5,759
Burgwedelkamp;002;-020;G;normal;-7,280
Burgwedelkamp;023;-031;U;normal;-5,814
Burgwedelkamp;024;-034;G;normal;-7,458
Burgwedelstieg;013;-029;U;normal;-7,181
Burgwedeltwiete;003;-043;U;normal;-7,251
Burgwedeltwiete;004;-   016b;G;normal;-7,252
Bueringstwiete;001;-005;U;normal;-4,774
Bueringstwiete;006;-008;G;normal;-5,326
Burmesterstrasse;001;-019;U;normal;-4,041
Burmesterstrasse;002;-048;G;normal;-4,151
Burmesterstrasse;021;-027;U;normal;-4,201
Busbrookhoehe;001;-089;U;normal;-13,554
Busbrookhoehe;002;-132;G;normal;-13,756
Busbrookhoehe;134;-144;G;normal;-13,113
Buscher Weg;002;-034;S;normal;-8,306
Buscher Weg;015;-049;S;normal;-7,643
Buschhaegen;001;-012;S;normal;-4,508
Buschhoevel;002;-006;S;normal;-13,609
Buschkamp;002;-024;G;gut;1,291
Buschkamp;003;-011;U;gut;1,262
Buschkoppel;001;-021;U;normal;-8,302
Buschkoppel;002;-049;S;normal;-8,293
Buschredder;002;-022;G;normal;-1,251
Buschredder;003;-043;U;normal;-0,827
Buschredder;028;-028;G;gut;-0,293
Buschrosenweg;001;-103;U;normal;-9,064
Buschrosenweg;002;-024;G;normal;-9,032
Buschrosenweg;032;-056;G;normal;-9,144
Bueschstrasse;009;-009;U;gut;6,031
Buschweide;006;-014;G;normal;-13,743
Buschweide;007;-013;U;normal;-13,682
Bussardweg;001;-009;U;gut;2,716
Bussardweg;002;-034;S;gut;2,613
Bussestrasse;001;-041;U;gut;1,979
Bussestrasse;002;-014;G;gut;1,364
Bussestrasse;018;-034;G;gut;1,264
Bussestrasse;036;-042;G;gut;1,511
Bussestrasse;045;-055;U;gut;2,391
Bussestrasse;050;-054;G;gut;1,766
Butendeichsweg;001;-005;U;normal;-4,444
Butenfeld;001;-027;U;gut;0,304
Butenfeld;002;-048;G;gut;0,248
Butenfeld;031;-045;U;gut;0,318
Butenwarf;001;-010;S;normal;-9,011
Butjadinger Weg;002;-016;S;normal;-11,714
Butjadinger Weg;003;-009;U;normal;-11,432
Buettskamp;001a;-005;U;normal;-1,553
Buettskamp;007;-013;U;normal;-2,345
Buettskamp;016;-054;G;normal;-2,838
Buettskamp;017;-021;U;normal;-2,985
Buttstrasse;006;-010;G;normal;-11,090
Buttstrasse;048;-050;G;normal;-11,058
Buurkamp;001;-025;U;normal;-7,952
Buurkamp;002;-022;G;normal;-7,986
Buurredder;001;-019;U;normal;-7,901
Buurredder;002;-034;G;normal;-8,194
Buurredder;021;-035;U;normal;-8,048
Buurredder;039;-043;U;normal;-8,267
Buurstieg;002;-020;G;normal;-7,873
Buxtehuder Strasse;001c;-   001c;U;normal;-18,070
Buxtehuder Strasse;002;-046;G;normal;-23,372
Buxtehuder Strasse;003;-003;U;normal;-22,350
Buxtehuder Strasse;007;-007;U;normal;-22,408
Buxtehuder Strasse;013;-031;U;normal;-23,133
Buxtehuder Strasse;035;-035;U;normal;-23,391
Buxtehuder Strasse;049;-071;U;normal;-21,579
Buxtehuder Strasse;082;-104;G;normal;-22,199
Caecilienstrasse;001;-013;U;gut;0,005
Caecilienstrasse;002;-016;G;gut;0,059
Caffamacherreihe;016;-016;G;gut;0,867
Caffamacherreihe;037;-049;U;gut;-0,117
Caprivistrasse;001;-031;U;gut;4,792
Caprivistrasse;004;-038;G;gut;4,803
Caprivistrasse;037;-061;U;gut;4,464
Caprivistrasse;040;-066;G;gut;4,563
Carl-Bremer-Ring;001;-034;S;normal;-9,542
Carl-Cohn-Strasse;001;-007;U;normal;-1,984
Carl-Cohn-Strasse;009;-017;U;normal;-2,840
Carl-Cohn-Strasse;023;-027;U;normal;-3,839
Carl-Cohn-Strasse;036a;-   038k;G;normal;-5,236
Carl-Cohn-Strasse;044;-048;G;normal;-4,483
Carl-Cohn-Strasse;051;-057;U;normal;-4,517
Carl-Cohn-Strasse;059;-067;U;normal;-4,137
Carl-Cohn-Strasse;060;-074;G;gut;0,777
Carl-Cohn-Strasse;071;-089;U;gut;1,032
Carlebachstrasse;001;-003;S;normal;-11,720
Carl-Petersen-Strasse;001;-011;U;normal;-8,715
Carl-Petersen-Strasse;002;-012;G;normal;-8,722
Carl-Petersen-Strasse;017;-033;U;normal;-8,504
Carl-Petersen-Strasse;024;-036;G;normal;-8,629
Carl-Petersen-Strasse;039;-039;U;normal;-8,285
Carl-Petersen-Strasse;040;-060;G;normal;-8,557
Carl-Petersen-Strasse;071;-   087b;U;normal;-6,674
Carl-Petersen-Strasse;080;-092;G;normal;-6,520
Carl-Petersen-Strasse;098;-102;G;normal;-6,776
Carl-Petersen-Strasse;101;-101;U;normal;-6,495
Carl-Petersen-Strasse;116;-124;G;normal;-6,489
Carl-Petersen-Strasse;117;-121;U;normal;-7,080
Carlssonweg;001a;-   013b;U;normal;-4,550
Carlssonweg;002a;-016;G;normal;-4,454
Carpserweg;001;-015;U;normal;-10,767
Carpserweg;002;-016;G;normal;-10,783
Carpserweg;019;-026;S;normal;-10,459
Carsten-Fock-Weg;002;-012;G;gut;1,258
Carsten-Fock-Weg;003;-015;U;gut;1,263
Carsten-Meyn-Weg;001;-047;U;gut;2,240
Carsten-Meyn-Weg;002;-082;G;gut;2,524
Carsten-Rehder-Strasse;001;-017;U;normal;-10,000
Carsten-Rehder-Strasse;004a;-052;G;normal;-7,698
Carsten-Rehder-Strasse;029;-045;U;normal;-11,027
Carsten-Rehder-Strasse;060;-064;G;normal;-0,581
Carsten-Rehder-Strasse;067;-069;U;normal;-5,861
Carsten-Reimers-Ring;001;-059;U;gut;0,839
Carsten-Reimers-Ring;008;-164;S;normal;-4,643
Carsten-Reimers-Ring;061;-073;U;gut;-0,240
Carsten-Reimers-Stieg;002;-018;G;normal;-4,683
Caspar-Voght-Strasse;002;-014;G;normal;-7,028
Caspar-Voght-Strasse;003;-007;U;normal;-6,352
Caspar-Voght-Strasse;016;-042;G;normal;-7,519
Caspar-Voght-Strasse;041;-041;U;normal;-7,707
Caspar-Voght-Strasse;044;-050;G;normal;-9,825
Caspar-Voght-Strasse;049;-053;U;normal;-9,024
Caspar-Voght-Strasse;059;-069;U;normal;-9,188
Caspar-Voght-Strasse;070;-078;G;normal;-9,616
Caspar-Voght-Strasse;071;-077;U;normal;-9,054
Caspar-Voght-Strasse;079;-085;U;normal;-9,095
Caspar-Voght-Strasse;080;-086;G;normal;-9,720
Caspar-Voght-Strasse;088;-096;G;normal;-9,615
Catharina-Fellendorf-Strasse;001;-131;U;normal;-2,765
Catharina-Fellendorf-Strasse;002;-002;G;normal;-2,344
Celler Weg;001a;-   003k;U;normal;-3,311
Celler Weg;002;-002;G;normal;-2,928
Celler Weg;004;-030;G;normal;-3,047
Celler Weg;005;-035;U;normal;-3,119
Celler Weg;032;-040;G;normal;-3,157
Celsiusweg;001;-019;U;normal;-5,101
Celsiusweg;016;-020;G;normal;-5,303
CŽsar-Klein-Ring;002;-014;G;normal;-19,266
CŽsar-Klein-Ring;016;-040;G;normal;-18,266
CŽsar-Klein-Ring;027;-033;U;normal;-17,864
Chamissoweg;001;-009;S;gut;6,027
Chapeaurougeweg;001;-011;U;normal;-6,395
Chapeaurougeweg;002;-014;G;normal;-6,340
Chapeaurougeweg;013;-039;S;normal;-7,007
Chapeaurougeweg;022;-040;G;normal;-6,840
Charitas-Bischoff-Treppe;001;-015;U;gut;7,019
Charitas-Bischoff-Treppe;002;-006;G;gut;7,096
Charlie-Mills-Strasse;011;-015;U;normal;-2,158
Charlie-Mills-Strasse;012;-016;G;normal;-2,082
Charlottenburger Strasse;002;-008;G;normal;-22,182
Charlottenburger Strasse;003;-003;U;normal;-21,980
Charlottenburger Strasse;018;-020;G;normal;-8,613
Charlottenburger Strasse;030;-036;G;normal;-7,159
Charlottenburger Strasse;031;-037;U;normal;-7,589
Charlottenburger Strasse;038;-068;G;normal;-7,150
Charlottenburger Strasse;067;-075;U;normal;-15,434
Charlottenburger Strasse;072;-074;G;normal;-12,864
Charlottenburger Strasse;076;-076;G;normal;-15,770
Charlottenburger Strasse;077;-083;U;normal;-14,791
Charlottenburger Strasse;087;-093;U;normal;-9,202
Charlottenburger Strasse;088a;-   092c;G;normal;-9,231
Charlotte-Niese-Strasse;001;-001;U;gut;8,267
Charlotte-Niese-Strasse;002;-006;G;gut;7,152
Charlotte-Niese-Strasse;003;-003;U;gut;7,306
Charlotte-Niese-Strasse;005;-007;U;gut;2,306
Charlotte-Niese-Strasse;008;-012;G;gut;3,417
Charlotte-Niese-Strasse;009;-023;U;gut;3,036
Charlotte-Niese-Strasse;016;-018;G;gut;3,308
Charlottenstrasse;015;-033;U;normal;-6,700
Charlottenstrasse;020;-032;G;normal;-6,674
Chateauneufstrasse;001;-013;U;normal;-8,074
Chateauneufstrasse;004;-004;G;normal;-7,981
Chateauneufstrasse;006;-010;G;normal;-8,069
Chateauneufstrasse;014;-018;G;normal;-8,359
Chateauneufstrasse;015;-017;U;normal;-8,170
Chateauneufstrasse;019;-025;U;normal;-9,121
Chateauneufstrasse;020;-026;G;normal;-9,127
Chateauneufstrasse;029;-031;U;normal;-9,204
Chateauneufstrasse;030;-032;G;normal;-9,226
Chaukenweg;002;-006;G;gut;0,277
Chaukenweg;005;-043;U;gut;0,442
Chaukenweg;008;-028;G;gut;0,296
Chemnitzstrasse;002;-028;G;normal;-8,182
Chemnitzstrasse;003;-015;U;normal;-7,730
Chemnitzstrasse;017;-019;U;normal;-8,037
Chemnitzstrasse;025;-099;U;normal;-7,025
Chemnitzstrasse;042;-052;G;normal;-8,394
Chemnitzstrasse;078;-080;G;normal;-8,071
Chemnitzstrasse;084;-136;G;normal;-6,415
Cheruskerweg;001;-009;U;normal;-3,610
Cheruskerweg;002;-008;G;normal;-3,567
Christenweg;001;-006;S;gut;2,273
Christian-August-Weg;001;-033;U;gut;6,583
Christian-August-Weg;002;-022;G;gut;6,501
Christian-F.-Hansen-Strasse;001;-055;U;gut;9,121
Christian-F.-Hansen-Strasse;002;-002;G;gut;10,233
Christian-F.-Hansen-Strasse;006;-028;G;gut;8,771
Christian-Foerster-Strasse;001;-039;U;normal;-5,723
Christian-Foerster-Strasse;004;-040;G;normal;-5,649
Christian-Koch-Weg;001;-017;S;normal;-6,033
Christinenstrasse;001;-023;U;normal;-5,306
Christinenstrasse;002;-026;G;normal;-5,309
Christoph-Cordes-Strasse;006;-060;G;normal;-4,082
Christopher-Harms-Weg;001;-024;S;gut;-0,520
Christoph-Probst-Weg;006;-025;S;normal;-4,162
Christrosenweg;002;-012;G;normal;-9,281
Chrysanderstrasse;001;-015;U;normal;-1,313
Chrysanderstrasse;002a;-   002c;G;normal;-0,977
Chrysanderstrasse;018;-028;G;normal;-0,884
Chrysanderstrasse;019;-035;U;gut;-0,461
Chrysanderstrasse;032;-054;G;normal;-0,867
Chrysanderstrasse;058;-068;G;normal;-3,799
Chrysanderstrasse;065;-067;U;normal;-0,713
Chrysanderstrasse;069;-097;U;normal;-1,046
Chrysanderstrasse;072;-090;G;normal;-2,652
Chrysanderstrasse;099;-105;U;normal;-3,860
Chrysanderstrasse;104;-128;G;normal;-1,758
Chrysanderstrasse;109;-113;U;normal;-3,146
Chrysanderstrasse;121;-167;U;normal;-1,923
Chrysanderstrasse;130;-142;G;normal;-1,895
Chrysanderstrasse;144;-144;G;normal;-2,523
Cilli-Cohrs-Weg;001;-001;U;normal;-4,292
Cilli-Cohrs-Weg;002;-012;G;normal;-4,283
Cilli-Cohrs-Weg;003;-003;U;normal;-4,268
Clasingstrasse;001;-011;U;normal;-5,937
Clasingstrasse;004;-010;G;normal;-5,997
Classenstieg;001;-015;U;gut;2,599
Classenstieg;002;-012;G;gut;2,598
Classenstieg;016;-035;S;gut;3,756
Classenweg;001;-021;U;gut;2,922
Classenweg;002;-010;G;gut;3,594
Classenweg;016;-024;G;gut;3,125
Classenweg;023;-039;U;gut;2,911
Classenweg;026;-036;G;gut;3,256
Classenweg;038;-070;G;gut;3,183
Classenweg;041;-045;U;gut;2,864
Classenweg;055;-059;U;gut;2,443
Claudiusstieg;001a;-023;U;normal;-1,303
Claudiusstieg;002;-030;G;normal;-1,435
Claudiusstrasse;007;-033;U;gut;-0,039
Claudiusstrasse;018;-040;G;gut;-0,136
Claudiusstrasse;044;-052;G;normal;-0,905
Claudiusstrasse;045;-047;U;normal;-0,814
Claudiusstrasse;051a;-061;U;normal;-2,737
Claudiusstrasse;058;-058;G;normal;-1,503
Claudiusstrasse;063;-073;U;normal;-1,033
Claudiusstrasse;064;-074;G;normal;-0,979
Claudiusstrasse;076;-084;G;normal;-1,116
Claudiusstrasse;081;-091;U;normal;-1,280
Claudiusstrasse;086;-088;G;normal;-1,661
Claudiusstrasse;097;-099;U;normal;-2,589
Claudiusstrasse;102;-138;G;normal;-2,065
Claudiusstrasse;107;-121;U;normal;-1,873
Claudiusstrasse;125;-131;U;normal;-2,326
Claus-Ferck-Strasse;001;-011;U;gut;5,351
Claus-Ferck-Strasse;004;-040;G;gut;4,600
Claus-Ferck-Strasse;039;-039;U;gut;3,444
Clematisweg;001a;-005;U;normal;-3,780
Clematisweg;002;-012;G;normal;-3,880
Clemens-Schultz-Strasse;001;-001;U;normal;-9,807
Clemens-Schultz-Strasse;006;-008;G;normal;-9,305
Clemens-Schultz-Strasse;015;-018;S;normal;-8,943
Clemens-Schultz-Strasse;025;-036;S;normal;-8,847
Clemens-Schultz-Strasse;038;-056;S;normal;-9,013
Clemens-Schultz-Strasse;068;-079;S;normal;-8,980
Clemens-Schultz-Strasse;084;-096;S;normal;-8,897
Colonnaden;001;-025;U;gut;5,176
Colonnaden;004;-058;G;gut;5,828
Colonnaden;037;-047;U;gut;6,181
Colonnaden;068;-104;G;gut;6,061
Comeniusplatz;001;-005;S;normal;-7,217
Compeweg;001;-003;U;normal;-11,098
Compeweg;002;-006;G;normal;-11,118
Compeweg;005;-009;U;normal;-11,256
Compeweg;008;-012;G;normal;-11,257
Contastrasse;001;-011;U;normal;-2,614
Contastrasse;004;-016;G;normal;-2,837
Conventstrasse;001;-003;U;normal;-7,901
Conventstrasse;002;-014;G;normal;-7,321
Conventstrasse;005;-011;U;normal;-7,415
Conventstrasse;013;-023;U;normal;-7,423
Conventstrasse;024a;-   030d;G;normal;-7,707
Conzestrasse;001;-018;S;gut;4,955
Cord-Dreyer-Weg;001;-009;U;gut;1,198
Cord-Dreyer-Weg;011;-019;U;gut;0,890
Cord-Dreyer-Weg;020;-026;G;gut;1,153
Cord-Dreyer-Weg;021;-   030b;S;gut;-0,293
Cordesweg;003;-065;U;normal;-0,818
Cordesweg;012;-022;G;normal;-0,800
Cordesweg;024;-028;G;normal;-0,928
Cordsstrasse;001;-017;U;gut;6,602
Cordsstrasse;002;-020;G;gut;6,634
Corduaweg;001;-017;U;normal;-1,961
Corduaweg;004;-018;G;normal;-1,479
Corduaweg;021;-033;U;normal;-1,278
Corinthstrasse;004a;-026;G;gut;6,144
Corinthstrasse;005;-015;U;gut;6,183
Corinthstrasse;021;-041;U;gut;6,347
Cornehlsweg;001;-017;U;gut;5,097
Cornehlsweg;002;-016;G;gut;5,150
Cornehlsweg;021a;-   021h;U;gut;4,631
Cornehlsweg;023;-029;U;gut;4,011
Corneliusstrasse;001;-013;U;gut;3,282
Corneliusstrasse;002;-020;G;gut;3,312
Corthumstrasse;001;-021;U;normal;-2,948
Corthumstrasse;002;-020;G;normal;-2,950
Corveystrasse;003;-027;U;gut;-0,474
Corveystrasse;010a;-   030b;G;gut;-0,429
Coseler Twiete;001;-004;S;normal;-9,990
Cottaweg;005;-027;U;normal;-8,907
Cottaweg;006a;-058;G;normal;-8,704
Cottaweg;035;-   057c;U;normal;-8,488
Cranachstrasse;001;-   029b;U;gut;3,295
Cranachstrasse;002;-040;G;gut;3,118
Cranachstrasse;031;-033;U;gut;3,455
Cranachstrasse;035;-041;U;gut;3,407
Cranachstrasse;043;-049;U;gut;3,335
Cranachstrasse;051;-059;U;gut;3,176
Cranachstrasse;054;-054;G;gut;3,375
Cranachstrasse;056;-056;G;gut;3,342
Cranachstrasse;058;-064;G;gut;5,832
Cranachstrasse;063;-093;U;gut;5,889
Cranachstrasse;068;-072;G;gut;5,866
Cranzer Elbdeich;008;-045;S;normal;-4,220
Cranzer Hauptdeich;046;-060;S;normal;-4,114
Cremon;035;-037;S;normal;-6,235
Culinstrasse;006;-   024b;G;normal;-13,499
Culinstrasse;013a;-   023c;U;normal;-13,471
Culinstrasse;034;-062;S;normal;-13,694
Curschmannstrasse;002;-010;G;gut;3,154
Curschmannstrasse;005;-015;U;gut;3,201
Curschmannstrasse;012;-022;G;gut;2,980
Curschmannstrasse;017;-027;U;gut;2,590
Curschmannstrasse;024;-032;G;gut;2,757
Curschmannstrasse;031;-037;U;gut;0,648
Curslacker Brueckendamm;001;-015;U;gut;2,320
Curslacker Brueckendamm;002;-008;G;gut;1,716
Curslacker Deich;002;-134;G;normal;-0,868
Curslacker Deich;023;-037;U;normal;-1,131
Curslacker Deich;039;-135;U;normal;-1,096
Curslacker Deich;137;-147;U;normal;-1,913
Curslacker Deich;144;-148;G;normal;-1,905
Curslacker Deich;149;-177;U;normal;-1,917
Curslacker Deich;160;-182;G;normal;-2,082
Curslacker Deich;177b;-221;U;normal;-1,401
Curslacker Deich;184;-382;G;gut;-0,476
Curslacker Deich;243;-269;U;gut;-0,001
Curslacker Deich;277;-369;U;gut;-0,342
Curslacker Deich;373;-387;U;normal;-1,080
Curslacker Heerweg;001;-005;U;normal;-2,372
