Strasse;Hausnr;;Art;Wohnlage;Wohnlagenkennwert
Weimarer Strasse;001;-011;U;normal;-13,819
Weimarer Strasse;002;-006;G;normal;-13,622
Weimarer Strasse;013;-027;U;normal;-17,852
Weimarer Strasse;014;-024;G;normal;-16,207
Weimarer Strasse;026;-072;G;normal;-15,251
Weimarer Strasse;029;-045;U;normal;-16,168
Weimarer Strasse;049;-   093g;U;normal;-18,513
Weimarer Strasse;074;-120;G;normal;-18,514
Weinligstrasse;001;-015;U;normal;-7,190
Weinligstrasse;002;-014;G;normal;-7,166
Weinligstrasse;016;-040;G;normal;-7,491
Weinligstrasse;017;-043;U;normal;-7,533
Weinligstrasse;042;-054;G;normal;-7,780
Weinligstrasse;045;-059;U;normal;-7,687
Weinligstrasse;056;-060;G;normal;-7,734
Weiselweg;001;-014;S;gut;1,750
Weissbirkenkamp;001;-011;U;gut;4,970
Weissbirkenkamp;002;-010;G;gut;4,992
Weissbirkenkamp;012;-038;S;gut;5,800
Weissbuchenweg;001;-001;U;gut;4,794
Weissbuchenweg;002;-008;G;gut;4,772
Weissdornweg;001;-001;U;gut;0,795
Weissdornweg;002;-014;G;gut;0,673
Weissdornweg;003;-011;U;gut;0,623
Weisse Rose;001;-003;U;gut;5,427
Weisse Rose;004;-010;G;gut;5,198
Weissenburger Strasse;001;-011;U;normal;-10,594
Weissenburger Strasse;006;-020;G;normal;-10,662
Weissenhof;001a;-033;U;normal;-12,335
Weissenhof;004a;-   014i;G;normal;-1,289
